date,store_id,sku_id,units_sold,revenue,margin_proxy,promo_flag,holiday_flag,day_of_week
2025-07-05,ST006,SKU0018,36,8981.64,2076.120000000001,0,0,Saturday
2025-07-05,ST006,SKU0019,2,835.3,372.65999999999997,0,0,Saturday
2025-07-05,ST006,SKU0020,17,3897.08,989.9100000000003,0,0,Saturday
2025-07-05,ST006,SKU0021,16,1214.24,487.52,0,0,Saturday
2025-07-05,ST006,SKU0022,8,1229.6,440.39999999999986,0,0,Saturday
2025-07-05,ST006,SKU0023,10,4864.0,901.3,0,0,Saturday
2025-07-05,ST006,SKU0024,11,2465.1,614.9000000000001,0,0,Saturday
2025-07-05,ST006,SKU0025,15,3568.5,1209.15,0,0,Saturday
2025-07-05,ST006,SKU0026,2,977.04,302.62,0,0,Saturday
2025-07-05,ST006,SKU0027,7,1169.07,312.54999999999995,0,0,Saturday
2025-07-05,ST006,SKU0028,2,1090.72,392.86,0,0,Saturday
2025-07-05,ST006,SKU0029,15,2355.0,924.3000000000001,0,0,Saturday
2025-07-05,ST006,SKU0030,2,589.14,188.88,0,0,Saturday
2025-07-05,ST006,SKU0031,6,1037.04,197.45999999999998,0,0,Saturday
2025-07-05,ST006,SKU0032,9,2290.5,917.0099999999999,0,0,Saturday
2025-07-05,ST006,SKU0033,5,1131.0,260.0,0,0,Saturday
2025-07-05,ST006,SKU0034,0,0.0,0.0,0,0,Saturday
2025-07-05,ST006,SKU0035,3,555.1500000000001,242.82000000000005,0,0,Saturday
2025-07-05,ST006,SKU0036,34,8421.8,3224.559999999999,0,0,Saturday
2025-07-05,ST006,SKU0037,5,897.35,260.75,0,0,Saturday
2025-07-05,ST006,SKU0038,16,3623.52,1326.7199999999998,0,0,Saturday
2025-07-05,ST006,SKU0039,5,2030.8500000000001,553.0500000000001,0,0,Saturday
2025-07-05,ST006,SKU0040,10,3930.5,1726.6000000000004,0,0,Saturday
2025-07-05,ST006,SKU0041,5,2768.0,1207.7,0,0,Saturday
2025-07-05,ST006,SKU0042,7,980.0699999999999,275.23999999999995,0,0,Saturday
2025-07-05,ST006,SKU0043,4,306.68,72.0,0,0,Saturday
2025-07-05,ST006,SKU0044,7,1749.51,694.12,0,0,Saturday
2025-07-05,ST006,SKU0045,2,286.78,121.59999999999997,0,0,Saturday
2025-07-05,ST006,SKU0046,2,612.0,142.62,0,0,Saturday
2025-07-05,ST006,SKU0047,7,1051.82,219.7299999999999,0,0,Saturday
2025-07-05,ST006,SKU0048,39,11503.830000000002,4509.960000000001,0,0,Saturday
2025-07-05,ST006,SKU0049,11,2562.34,978.23,0,0,Saturday
2025-07-05,ST006,SKU0050,9,3314.25,1150.83,0,0,Saturday
2025-07-05,ST006,SKU0051,8,3694.0,1286.4,0,0,Saturday
2025-07-05,ST006,SKU0052,13,1077.18,412.75,0,0,Saturday
2025-07-05,ST006,SKU0053,11,5604.61,1383.0300000000002,0,0,Saturday
2025-07-05,ST006,SKU0054,8,3645.6,889.2799999999997,0,0,Saturday
2025-07-05,ST006,SKU0055,11,2749.0099999999998,1176.78,0,0,Saturday
2025-07-05,ST006,SKU0056,3,413.66999999999996,93.14999999999995,0,0,Saturday
2025-07-05,ST006,SKU0057,1,121.62,25.700000000000003,0,0,Saturday
2025-07-05,ST006,SKU0058,14,8832.04,2240.0,0,0,Saturday
2025-07-05,ST006,SKU0059,2,602.7,210.88000000000005,0,0,Saturday
2025-07-05,ST006,SKU0060,5,1280.75,510.3499999999998,0,0,Saturday
2025-07-05,ST006,SKU0061,3,1411.02,293.3699999999999,0,0,Saturday
2025-07-05,ST006,SKU0062,7,1262.1000000000001,348.32000000000016,0,0,Saturday
2025-07-05,ST006,SKU0063,3,1247.6100000000001,277.44000000000005,0,0,Saturday
2025-07-05,ST006,SKU0064,5,1377.4,551.2500000000001,0,0,Saturday
2025-07-05,ST006,SKU0065,6,3372.0,1112.46,0,0,Saturday
2025-07-05,ST006,SKU0066,9,1553.04,344.79,0,0,Saturday
2025-07-05,ST006,SKU0067,27,5461.29,1393.4700000000003,0,0,Saturday
2025-07-05,ST006,SKU0068,13,2563.34,885.3,0,0,Saturday
2025-07-05,ST006,SKU0069,10,1018.8,417.79999999999995,0,0,Saturday
2025-07-05,ST006,SKU0070,5,800.8,333.7,0,0,Saturday
2025-07-05,ST006,SKU0071,9,1853.3700000000001,546.3000000000002,0,0,Saturday
2025-07-05,ST006,SKU0072,8,1133.36,230.15999999999985,0,0,Saturday
2025-07-05,ST006,SKU0073,7,1532.02,493.57000000000016,0,0,Saturday
2025-07-05,ST006,SKU0074,9,1197.9900000000002,306.27000000000015,0,0,Saturday
2025-07-05,ST006,SKU0075,5,2829.45,594.35,0,0,Saturday
2025-07-05,ST006,SKU0076,1,219.6,85.35,0,0,Saturday
2025-07-05,ST006,SKU0077,13,3254.81,1356.42,0,0,Saturday
2025-07-05,ST006,SKU0078,12,1834.3200000000002,734.5200000000001,0,0,Saturday
2025-07-05,ST006,SKU0079,1,275.32,102.85999999999999,0,0,Saturday
2025-07-05,ST006,SKU0080,2,548.28,188.15999999999997,0,0,Saturday
2025-07-05,ST006,SKU0081,12,4066.32,1680.2400000000002,0,0,Saturday
2025-07-05,ST006,SKU0082,9,754.83,292.68,0,0,Saturday
2025-07-05,ST006,SKU0083,4,901.28,284.52,0,0,Saturday
2025-07-05,ST006,SKU0084,5,1736.6499999999999,500.14999999999986,0,0,Saturday
2025-07-05,ST006,SKU0085,15,1927.95,409.04999999999995,0,0,Saturday
2025-07-05,ST006,SKU0086,6,1565.16,405.2400000000001,0,0,Saturday
2025-07-05,ST006,SKU0087,2,888.7,327.5400000000001,0,0,Saturday
2025-07-05,ST006,SKU0088,13,2568.54,518.1800000000002,0,0,Saturday
2025-07-05,ST006,SKU0089,14,5302.5,2163.98,0,0,Saturday
2025-07-05,ST006,SKU0090,9,848.97,250.10999999999993,0,0,Saturday
2025-07-05,ST007,SKU0001,0,0.0,0.0,0,0,Saturday
2025-07-05,ST007,SKU0002,8,2977.04,1292.08,0,0,Saturday
2025-07-05,ST007,SKU0003,7,1543.92,354.48000000000013,0,0,Saturday
2025-07-05,ST007,SKU0004,12,6477.48,1856.6399999999996,0,0,Saturday
2025-07-05,ST007,SKU0005,4,1049.72,347.56000000000006,0,0,Saturday
2025-07-05,ST007,SKU0006,10,4011.3999999999996,756.9,0,0,Saturday
2025-07-05,ST007,SKU0007,7,2444.75,523.1800000000001,0,0,Saturday
2025-07-05,ST007,SKU0008,9,4396.59,856.71,0,0,Saturday
2025-07-05,ST007,SKU0009,1,213.23,84.86999999999998,0,0,Saturday
2025-07-05,ST007,SKU0010,1,297.06,62.77000000000001,0,0,Saturday
2025-07-05,ST007,SKU0011,7,1702.05,577.0799999999999,0,0,Saturday
2025-07-05,ST007,SKU0012,6,1448.76,468.96,0,0,Saturday
2025-07-05,ST007,SKU0013,11,2683.67,1189.4299999999998,0,0,Saturday
2025-07-05,ST007,SKU0014,15,1450.35,273.89999999999986,0,0,Saturday
2025-07-05,ST007,SKU0015,6,1606.8000000000002,344.40000000000003,0,0,Saturday
2025-07-05,ST007,SKU0016,2,547.92,193.97999999999996,0,0,Saturday
2025-07-05,ST007,SKU0017,2,720.18,294.69999999999993,0,0,Saturday
2025-07-05,ST007,SKU0018,4,997.96,230.68000000000006,0,0,Saturday
2025-07-05,ST007,SKU0019,8,3341.2,1490.6399999999999,0,0,Saturday
2025-07-05,ST007,SKU0020,2,458.48,116.46000000000004,0,0,Saturday
2025-07-05,ST007,SKU0021,9,683.01,274.23,0,0,Saturday
2025-07-05,ST007,SKU0022,6,922.1999999999999,330.2999999999999,0,0,Saturday
2025-07-05,ST007,SKU0023,10,4864.0,901.3,0,0,Saturday
2025-07-05,ST007,SKU0024,8,1792.8,447.20000000000005,0,0,Saturday
2025-07-05,ST007,SKU0025,3,713.7,241.83000000000004,0,0,Saturday
2025-07-05,ST007,SKU0026,2,977.04,302.62,0,0,Saturday
2025-07-05,ST007,SKU0027,2,334.02,89.29999999999998,0,0,Saturday
2025-07-05,ST007,SKU0028,2,1090.72,392.86,0,0,Saturday
2025-07-05,ST007,SKU0029,8,1256.0,492.96000000000004,0,0,Saturday
2025-07-05,ST007,SKU0030,7,2061.99,661.0799999999999,0,0,Saturday
2025-07-05,ST007,SKU0031,5,864.2,164.54999999999998,0,0,Saturday
2025-07-05,ST007,SKU0032,17,4326.5,1732.1299999999997,0,0,Saturday
2025-07-05,ST007,SKU0033,12,2714.3999999999996,624.0,0,0,Saturday
2025-07-05,ST007,SKU0034,2,370.28,86.44,0,0,Saturday
2025-07-05,ST007,SKU0035,1,185.05,80.94000000000001,0,0,Saturday
2025-07-05,ST007,SKU0036,7,1733.8999999999999,663.8799999999999,0,0,Saturday
2025-07-05,ST007,SKU0037,8,1435.76,417.20000000000005,0,0,Saturday
2025-07-05,ST007,SKU0038,13,2944.11,1077.9599999999998,0,0,Saturday
2025-07-05,ST007,SKU0039,9,3655.53,995.4900000000001,0,0,Saturday
2025-07-05,ST007,SKU0040,9,3537.4500000000003,1553.9400000000003,0,0,Saturday
2025-07-05,ST007,SKU0041,1,553.6,241.54000000000002,0,0,Saturday
2025-07-05,ST007,SKU0042,25,3500.25,982.9999999999998,0,0,Saturday
2025-07-05,ST007,SKU0043,2,153.34,36.0,0,0,Saturday
2025-07-05,ST007,SKU0044,4,999.72,396.64,0,0,Saturday
2025-07-05,ST007,SKU0045,11,1577.29,668.7999999999998,0,0,Saturday
2025-07-05,ST007,SKU0046,12,3672.0,855.72,0,0,Saturday
2025-07-05,ST007,SKU0047,4,601.04,125.55999999999995,0,0,Saturday
2025-07-05,ST007,SKU0048,12,3539.6400000000003,1387.6800000000003,0,0,Saturday
2025-07-05,ST007,SKU0049,1,232.94,88.93,0,0,Saturday
2025-07-05,ST007,SKU0050,6,2209.5,767.22,0,0,Saturday
2025-07-05,ST007,SKU0051,8,3694.0,1286.4,0,0,Saturday
2025-07-05,ST007,SKU0052,2,165.72,63.5,0,0,Saturday
2025-07-05,ST007,SKU0053,17,8661.67,2137.4100000000003,0,0,Saturday
2025-07-05,ST007,SKU0054,0,0.0,0.0,0,0,Saturday
2025-07-05,ST007,SKU0055,22,5498.0199999999995,2353.56,0,0,Saturday
2025-07-05,ST007,SKU0056,3,413.66999999999996,93.14999999999995,0,0,Saturday
2025-07-05,ST007,SKU0057,5,608.1,128.5,0,0,Saturday
2025-07-05,ST007,SKU0058,13,8201.18,2080.0,0,0,Saturday
2025-07-05,ST007,SKU0059,4,1205.4,421.7600000000001,0,0,Saturday
2025-07-05,ST007,SKU0060,10,2561.5,1020.6999999999996,0,0,Saturday
2025-07-05,ST007,SKU0061,9,4233.0599999999995,880.1099999999997,0,0,Saturday
2025-07-05,ST007,SKU0062,32,5769.6,1592.3200000000006,0,0,Saturday
2025-07-05,ST007,SKU0063,2,831.74,184.96000000000004,0,0,Saturday
2025-07-05,ST007,SKU0064,2,550.96,220.50000000000006,0,0,Saturday
2025-07-05,ST007,SKU0065,4,2248.0,741.6400000000001,0,0,Saturday
2025-07-05,ST007,SKU0066,6,1035.3600000000001,229.86,0,0,Saturday
2025-07-05,ST007,SKU0067,6,1213.6200000000001,309.6600000000001,0,0,Saturday
2025-07-05,ST007,SKU0068,6,1183.08,408.59999999999997,0,0,Saturday
2025-07-05,ST007,SKU0069,13,1324.44,543.1399999999999,0,0,Saturday
2025-07-05,ST007,SKU0070,1,160.16,66.74,0,0,Saturday
2025-07-05,ST007,SKU0071,13,2677.09,789.1000000000003,0,0,Saturday
2025-07-05,ST007,SKU0072,3,425.01,86.30999999999995,0,0,Saturday
2025-07-05,ST007,SKU0073,8,1750.88,564.0800000000002,0,0,Saturday
2025-07-05,ST007,SKU0074,31,4126.410000000001,1054.9300000000005,0,0,Saturday
2025-07-05,ST007,SKU0075,8,4527.12,950.96,0,0,Saturday
2025-07-05,ST007,SKU0076,2,439.2,170.7,0,0,Saturday
2025-07-05,ST007,SKU0077,36,9013.32,3756.2400000000002,0,0,Saturday
2025-07-05,ST007,SKU0078,2,305.72,122.42000000000002,0,0,Saturday
2025-07-05,ST007,SKU0079,14,3854.48,1440.0399999999997,0,0,Saturday
2025-07-05,ST007,SKU0080,8,2193.12,752.6399999999999,0,0,Saturday
2025-07-05,ST007,SKU0081,1,338.86,140.02,0,0,Saturday
2025-07-05,ST007,SKU0082,23,1929.0100000000002,747.96,0,0,Saturday
2025-07-05,ST007,SKU0083,1,225.32,71.13,0,0,Saturday
2025-07-05,ST007,SKU0084,4,1389.32,400.1199999999999,0,0,Saturday
2025-07-05,ST007,SKU0085,10,1285.3,272.69999999999993,0,0,Saturday
2025-07-05,ST007,SKU0086,3,782.58,202.62000000000006,0,0,Saturday
2025-07-05,ST007,SKU0087,3,1333.0500000000002,491.3100000000001,0,0,Saturday
2025-07-05,ST007,SKU0088,7,1383.0600000000002,279.0200000000001,0,0,Saturday
2025-07-05,ST007,SKU0089,3,1136.25,463.71,0,0,Saturday
2025-07-05,ST007,SKU0090,5,471.65,138.94999999999996,0,0,Saturday
2025-07-05,ST008,SKU0001,4,1570.2,491.31999999999994,0,0,Saturday
2025-07-05,ST008,SKU0002,2,744.26,323.02,0,0,Saturday
2025-07-05,ST008,SKU0003,23,5072.88,1164.7200000000003,0,0,Saturday
2025-07-05,ST008,SKU0004,3,1619.37,464.1599999999999,0,0,Saturday
2025-07-05,ST008,SKU0005,8,2099.44,695.1200000000001,0,0,Saturday
2025-07-05,ST008,SKU0006,27,10830.779999999999,2043.6299999999999,0,0,Saturday
2025-07-05,ST008,SKU0007,4,1397.0,298.96000000000004,0,0,Saturday
2025-07-05,ST008,SKU0008,10,4885.1,951.9,0,0,Saturday
2025-07-05,ST008,SKU0009,5,1066.1499999999999,424.3499999999999,0,0,Saturday
2025-07-05,ST008,SKU0010,13,3861.78,816.0100000000001,0,0,Saturday
2025-07-05,ST008,SKU0011,27,6565.05,2225.88,0,0,Saturday
2025-07-05,ST008,SKU0012,23,5553.58,1797.6799999999998,0,0,Saturday
2025-07-05,ST008,SKU0013,6,1463.82,648.78,0,0,Saturday
2025-07-05,ST008,SKU0014,28,2707.3199999999997,511.27999999999975,0,0,Saturday
2025-07-05,ST008,SKU0015,8,2142.4,459.20000000000005,0,0,Saturday
2025-07-05,ST008,SKU0016,13,3561.4799999999996,1260.8699999999997,0,0,Saturday
2025-07-05,ST008,SKU0017,2,720.18,294.69999999999993,0,0,Saturday
2025-07-05,ST008,SKU0018,6,1496.94,346.0200000000001,0,0,Saturday
2025-07-05,ST008,SKU0019,24,10023.599999999999,4471.92,0,0,Saturday
2025-07-05,ST008,SKU0020,10,2292.4,582.3000000000002,0,0,Saturday
2025-07-05,ST008,SKU0021,7,531.23,213.29,0,0,Saturday
2025-07-05,ST008,SKU0022,8,1229.6,440.39999999999986,0,0,Saturday
2025-07-05,ST008,SKU0023,15,7296.0,1351.9499999999998,0,0,Saturday
2025-07-05,ST008,SKU0024,5,1120.5,279.5,0,0,Saturday
2025-07-05,ST008,SKU0025,15,3568.5,1209.15,0,0,Saturday
2025-07-05,ST008,SKU0026,5,2442.6,756.55,0,0,Saturday
2025-07-05,ST008,SKU0027,4,668.04,178.59999999999997,0,0,Saturday
2025-07-05,ST008,SKU0028,13,7089.68,2553.59,0,0,Saturday
2025-07-05,ST008,SKU0029,13,2041.0,801.0600000000001,0,0,Saturday
2025-07-05,ST008,SKU0030,5,1472.85,472.2,0,0,Saturday
2025-07-05,ST008,SKU0031,11,1901.24,362.01,0,0,Saturday
2025-07-05,ST008,SKU0032,18,4581.0,1834.0199999999998,0,0,Saturday
2025-07-05,ST008,SKU0033,11,2488.2,572.0,0,0,Saturday
2025-07-05,ST008,SKU0034,5,925.6999999999999,216.1,0,0,Saturday
2025-07-05,ST008,SKU0035,3,555.1500000000001,242.82000000000005,0,0,Saturday
2025-07-05,ST008,SKU0036,10,2477.0,948.3999999999997,0,0,Saturday
2025-07-05,ST008,SKU0037,9,1615.23,469.35,0,0,Saturday
2025-07-05,ST008,SKU0038,19,4302.93,1575.4799999999998,0,0,Saturday
2025-07-05,ST008,SKU0039,0,0.0,0.0,0,0,Saturday
2025-07-05,ST008,SKU0040,10,3930.5,1726.6000000000004,0,0,Saturday
2025-07-05,ST008,SKU0041,4,2214.4,966.1600000000001,0,0,Saturday
2025-07-05,ST008,SKU0042,9,1260.09,353.87999999999994,0,0,Saturday
2025-07-05,ST008,SKU0043,6,460.02,108.0,0,0,Saturday
2025-07-05,ST008,SKU0044,29,7247.97,2875.64,0,0,Saturday
2025-07-05,ST008,SKU0045,8,1147.12,486.39999999999986,0,0,Saturday
2025-07-05,ST008,SKU0046,6,1836.0,427.86,0,0,Saturday
2025-07-05,ST008,SKU0047,15,2253.8999999999996,470.8499999999998,0,0,Saturday
2025-07-05,ST008,SKU0048,22,6489.34,2544.0800000000004,0,0,Saturday
2025-07-05,ST008,SKU0049,2,465.88,177.86,0,0,Saturday
2025-07-05,ST008,SKU0050,40,14730.0,5114.8,0,0,Saturday
2025-07-05,ST008,SKU0051,36,16623.0,5788.8,0,0,Saturday
2025-07-05,ST008,SKU0052,7,580.02,222.25,0,0,Saturday
2025-07-05,ST008,SKU0053,6,3057.06,754.3800000000001,0,0,Saturday
2025-07-05,ST008,SKU0054,10,4557.0,1111.5999999999997,0,0,Saturday
2025-07-05,ST008,SKU0055,16,3998.56,1711.6799999999998,0,0,Saturday
2025-07-05,ST008,SKU0056,8,1103.12,248.39999999999986,0,0,Saturday
2025-07-05,ST008,SKU0057,12,1459.44,308.40000000000003,0,0,Saturday
2025-07-05,ST008,SKU0058,7,4416.02,1120.0,0,0,Saturday
2025-07-05,ST008,SKU0059,6,1808.1000000000001,632.6400000000001,0,0,Saturday
2025-07-05,ST008,SKU0060,24,6147.599999999999,2449.6799999999994,0,0,Saturday
2025-07-05,ST008,SKU0061,12,5644.08,1173.4799999999996,0,0,Saturday
2025-07-05,ST008,SKU0062,16,2884.8,796.1600000000003,0,0,Saturday
2025-07-05,ST008,SKU0063,2,831.74,184.96000000000004,0,0,Saturday
2025-07-05,ST008,SKU0064,9,2479.32,992.2500000000002,0,0,Saturday
2025-07-05,ST008,SKU0065,1,562.0,185.41000000000003,0,0,Saturday
2025-07-05,ST008,SKU0066,6,1035.3600000000001,229.86,0,0,Saturday
2025-07-05,ST008,SKU0067,6,1213.6200000000001,309.6600000000001,0,0,Saturday
2025-07-05,ST008,SKU0068,8,1577.44,544.8,0,0,Saturday
2025-07-05,ST008,SKU0069,41,4177.08,1712.9799999999998,0,0,Saturday
2025-07-05,ST008,SKU0070,3,480.48,200.21999999999997,0,0,Saturday
2025-07-05,ST008,SKU0071,14,2883.02,849.8000000000002,0,0,Saturday
2025-07-05,ST008,SKU0072,9,1275.03,258.92999999999984,0,0,Saturday
2025-07-05,ST008,SKU0073,10,2188.6000000000004,705.1000000000001,0,0,Saturday
2025-07-05,ST008,SKU0074,11,1464.21,374.33000000000015,0,0,Saturday
2025-07-05,ST008,SKU0075,3,1697.67,356.61,0,0,Saturday
2025-07-05,ST008,SKU0076,3,658.8,256.04999999999995,0,0,Saturday
2025-07-05,ST008,SKU0077,8,2002.96,834.72,0,0,Saturday
2025-07-05,ST008,SKU0078,20,3057.2000000000003,1224.2000000000003,0,0,Saturday
2025-07-05,ST008,SKU0079,4,1101.28,411.43999999999994,0,0,Saturday
2025-07-05,ST008,SKU0080,5,1370.6999999999998,470.3999999999999,0,0,Saturday
2025-07-05,ST008,SKU0081,7,2372.02,980.1400000000001,0,0,Saturday
2025-07-05,ST008,SKU0082,3,251.61,97.56,0,0,Saturday
2025-07-05,ST008,SKU0083,0,0.0,0.0,0,0,Saturday
2025-07-05,ST008,SKU0084,3,1041.99,300.0899999999999,0,0,Saturday
2025-07-05,ST008,SKU0085,22,2827.66,599.9399999999999,0,0,Saturday
2025-07-05,ST008,SKU0086,1,260.86,67.54000000000002,0,0,Saturday
2025-07-05,ST008,SKU0087,9,3999.15,1473.9300000000003,0,0,Saturday
2025-07-05,ST008,SKU0088,13,2568.54,518.1800000000002,0,0,Saturday
2025-07-05,ST008,SKU0089,9,3408.75,1391.1299999999999,0,0,Saturday
2025-07-05,ST008,SKU0090,14,1320.62,389.0599999999999,0,0,Saturday
2025-07-05,ST009,SKU0001,7,2747.85,859.81,0,0,Saturday
2025-07-05,ST009,SKU0002,0,0.0,0.0,0,0,Saturday
2025-07-05,ST009,SKU0003,2,441.12,101.28000000000003,0,0,Saturday
2025-07-05,ST009,SKU0004,12,6477.48,1856.6399999999996,0,0,Saturday
2025-07-05,ST009,SKU0005,4,1049.72,347.56000000000006,0,0,Saturday
2025-07-05,ST009,SKU0006,22,8825.08,1665.1799999999998,0,0,Saturday
2025-07-05,ST009,SKU0007,2,698.5,149.48000000000002,0,0,Saturday
2025-07-05,ST009,SKU0008,13,6350.63,1237.47,0,0,Saturday
2025-07-05,ST009,SKU0009,4,852.92,339.4799999999999,0,0,Saturday
2025-07-05,ST009,SKU0010,3,891.1800000000001,188.31000000000003,0,0,Saturday
2025-07-05,ST009,SKU0011,10,2431.5,824.4,0,0,Saturday
2025-07-05,ST009,SKU0012,32,7726.72,2501.12,0,0,Saturday
2025-07-05,ST009,SKU0013,7,1707.79,756.91,0,0,Saturday
2025-07-05,ST009,SKU0014,14,1353.6599999999999,255.63999999999987,0,0,Saturday
2025-07-05,ST009,SKU0015,22,5891.6,1262.8000000000002,0,0,Saturday
2025-07-05,ST009,SKU0016,6,1643.7599999999998,581.9399999999998,0,0,Saturday
2025-07-05,ST009,SKU0017,8,2880.72,1178.7999999999997,0,0,Saturday
2025-07-05,ST009,SKU0018,4,997.96,230.68000000000006,0,0,Saturday
2025-07-05,ST009,SKU0019,7,2923.5499999999997,1304.31,0,0,Saturday
2025-07-05,ST009,SKU0020,8,1833.92,465.84000000000015,0,0,Saturday
2025-07-05,ST009,SKU0021,9,683.01,274.23,0,0,Saturday
2025-07-05,ST009,SKU0022,19,2920.2999999999997,1045.9499999999996,0,0,Saturday
2025-07-05,ST009,SKU0023,15,7296.0,1351.9499999999998,0,0,Saturday
2025-07-05,ST009,SKU0024,3,672.3,167.70000000000002,0,0,Saturday
2025-07-05,ST009,SKU0025,8,1903.2,644.8800000000001,0,0,Saturday
2025-07-05,ST009,SKU0026,3,1465.56,453.93,0,0,Saturday
2025-07-05,ST009,SKU0027,1,167.01,44.64999999999999,0,0,Saturday
2025-07-05,ST009,SKU0028,5,2726.8,982.1500000000001,0,0,Saturday
2025-07-05,ST009,SKU0029,8,1256.0,492.96000000000004,0,0,Saturday
2025-07-05,ST009,SKU0030,2,589.14,188.88,0,0,Saturday
2025-07-05,ST009,SKU0031,2,345.68,65.82,0,0,Saturday
2025-07-05,ST009,SKU0032,6,1527.0,611.3399999999999,0,0,Saturday
2025-07-05,ST009,SKU0033,25,5655.0,1300.0,0,0,Saturday
2025-07-05,ST009,SKU0034,4,740.56,172.88,0,0,Saturday
2025-07-05,ST009,SKU0035,1,185.05,80.94000000000001,0,0,Saturday
2025-07-05,ST009,SKU0036,34,8421.8,3224.559999999999,0,0,Saturday
2025-07-05,ST009,SKU0037,14,2512.58,730.1000000000001,0,0,Saturday
2025-07-05,ST009,SKU0038,19,4302.93,1575.4799999999998,0,0,Saturday
2025-07-05,ST009,SKU0039,4,1624.68,442.44000000000005,0,0,Saturday
2025-07-05,ST009,SKU0040,2,786.1,345.32000000000005,0,0,Saturday
2025-07-05,ST009,SKU0041,11,6089.6,2656.94,0,0,Saturday
2025-07-05,ST009,SKU0042,9,1260.09,353.87999999999994,0,0,Saturday
2025-07-05,ST009,SKU0043,1,76.67,18.0,0,0,Saturday
2025-07-05,ST009,SKU0044,10,2499.3,991.5999999999999,0,0,Saturday
2025-07-05,ST009,SKU0045,10,1433.8999999999999,607.9999999999998,0,0,Saturday
2025-07-05,ST009,SKU0046,10,3060.0,713.1,0,0,Saturday
2025-07-05,ST009,SKU0047,5,751.3,156.94999999999993,0,0,Saturday
2025-07-05,ST009,SKU0048,18,5309.460000000001,2081.5200000000004,0,0,Saturday
2025-07-05,ST009,SKU0049,10,2329.4,889.3000000000001,0,0,Saturday
2025-07-05,ST009,SKU0050,21,7733.25,2685.27,0,0,Saturday
2025-07-05,ST009,SKU0051,15,6926.25,2412.0,0,0,Saturday
2025-07-05,ST009,SKU0052,9,745.74,285.75,0,0,Saturday
2025-07-05,ST009,SKU0053,12,6114.12,1508.7600000000002,0,0,Saturday
2025-07-05,ST009,SKU0054,6,2734.2,666.9599999999998,0,0,Saturday
2025-07-05,ST009,SKU0055,15,3748.65,1604.6999999999998,0,0,Saturday
2025-07-05,ST009,SKU0056,4,551.56,124.19999999999993,0,0,Saturday
2025-07-05,ST009,SKU0057,28,3405.36,719.6000000000001,0,0,Saturday
2025-07-05,ST009,SKU0058,10,6308.6,1600.0,0,0,Saturday
2025-07-05,ST009,SKU0059,6,1808.1000000000001,632.6400000000001,0,0,Saturday
2025-07-05,ST009,SKU0060,16,4098.4,1633.1199999999994,0,0,Saturday
2025-07-05,ST009,SKU0061,6,2822.04,586.7399999999998,0,0,Saturday
2025-07-05,ST009,SKU0062,10,1803.0,497.6000000000002,0,0,Saturday
2025-07-05,ST009,SKU0063,1,415.87,92.48000000000002,0,0,Saturday
2025-07-05,ST009,SKU0064,8,2203.84,882.0000000000002,0,0,Saturday
2025-07-05,ST009,SKU0065,4,2248.0,741.6400000000001,0,0,Saturday
2025-07-05,ST009,SKU0066,4,690.24,153.24,0,0,Saturday
2025-07-05,ST009,SKU0067,6,1213.6200000000001,309.6600000000001,0,0,Saturday
2025-07-05,ST009,SKU0068,5,985.9000000000001,340.5,0,0,Saturday
2025-07-05,ST009,SKU0069,16,1630.08,668.4799999999999,0,0,Saturday
2025-07-05,ST009,SKU0070,3,480.48,200.21999999999997,0,0,Saturday
2025-07-05,ST009,SKU0071,9,1853.3700000000001,546.3000000000002,0,0,Saturday
2025-07-05,ST009,SKU0072,17,2408.39,489.0899999999997,0,0,Saturday
2025-07-05,ST009,SKU0073,8,1750.88,564.0800000000002,0,0,Saturday
2025-07-05,ST009,SKU0074,9,1197.9900000000002,306.27000000000015,0,0,Saturday
2025-07-05,ST009,SKU0075,3,1697.67,356.61,0,0,Saturday
2025-07-05,ST009,SKU0076,11,2415.6,938.8499999999999,0,0,Saturday
2025-07-05,ST009,SKU0077,4,1001.48,417.36,0,0,Saturday
2025-07-05,ST009,SKU0078,15,2292.9,918.1500000000001,0,0,Saturday
2025-07-05,ST009,SKU0079,1,275.32,102.85999999999999,0,0,Saturday
2025-07-05,ST009,SKU0080,5,1370.6999999999998,470.3999999999999,0,0,Saturday
2025-07-05,ST009,SKU0081,2,677.72,280.04,0,0,Saturday
2025-07-05,ST009,SKU0082,8,670.96,260.16,0,0,Saturday
2025-07-05,ST009,SKU0083,0,0.0,0.0,0,0,Saturday
2025-07-05,ST009,SKU0084,0,0.0,0.0,0,0,Saturday
2025-07-05,ST009,SKU0085,7,899.71,190.89,0,0,Saturday
2025-07-05,ST009,SKU0086,6,1565.16,405.2400000000001,0,0,Saturday
2025-07-05,ST009,SKU0087,6,2666.1000000000004,982.6200000000002,0,0,Saturday
2025-07-05,ST009,SKU0088,23,4544.34,916.7800000000003,0,0,Saturday
2025-07-05,ST009,SKU0089,10,3787.5,1545.6999999999998,0,0,Saturday
2025-07-05,ST009,SKU0090,5,471.65,138.94999999999996,0,0,Saturday
2025-07-05,ST010,SKU0001,1,392.55,122.82999999999998,0,0,Saturday
2025-07-05,ST010,SKU0002,4,1488.52,646.04,0,0,Saturday
2025-07-05,ST010,SKU0003,9,1985.04,455.7600000000001,0,0,Saturday
2025-07-05,ST010,SKU0004,1,539.79,154.71999999999997,0,0,Saturday
