date,store_id,sku_id,units_sold,true_demand_units,stockout_censored_units,revenue,margin_proxy,promo_flag,holiday_flag,day_of_week
2025-08-22,ST014,SKU0038,0,54,54,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0039,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0040,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0041,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0042,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0043,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0044,0,14,14,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0045,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0046,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0047,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0048,0,18,18,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0049,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0050,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0051,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0052,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0053,0,18,18,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0054,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0055,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0056,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0057,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0058,0,18,18,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0059,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0060,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0061,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0062,0,11,11,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0063,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0064,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0065,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0066,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0067,0,14,14,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0068,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0069,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0070,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0071,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0072,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0073,0,11,11,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0074,0,40,40,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0075,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0076,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0077,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0078,0,16,16,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0079,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0080,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0081,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0082,0,11,11,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0083,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0084,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0085,0,16,16,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0086,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0087,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0088,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0089,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST014,SKU0090,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0001,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0002,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0003,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0004,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0005,0,18,18,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0006,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0007,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0008,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0009,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0010,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0011,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0012,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0013,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0014,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0015,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0016,0,16,16,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0017,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0018,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0019,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0020,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0021,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0022,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0023,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0024,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0025,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0026,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0027,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0028,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0029,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0030,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0031,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0032,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0033,0,11,11,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0034,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0035,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0036,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0037,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0038,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0039,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0040,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0041,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0042,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0043,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0044,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0045,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0046,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0047,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0048,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0049,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0050,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0051,0,16,16,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0052,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0053,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0054,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0055,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0056,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0057,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0058,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0059,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0060,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0061,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0062,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0063,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0064,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0065,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0066,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0067,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0068,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0069,0,22,22,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0070,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0071,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0072,0,11,11,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0073,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0074,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0075,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0076,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0077,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0078,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0079,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0080,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0081,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0082,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0083,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0084,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0085,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0086,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0087,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0088,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0089,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST015,SKU0090,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0001,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0002,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0003,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0004,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0005,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0006,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0007,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0008,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0009,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0010,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0011,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0012,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0013,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0014,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0015,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0016,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0017,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0018,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0019,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0020,0,19,19,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0021,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0022,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0023,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0024,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0025,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0026,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0027,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0028,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0029,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0030,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0031,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0032,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0033,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0034,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0035,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0036,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0037,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0038,0,21,21,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0039,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0040,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0041,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0042,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0043,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0044,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0045,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0046,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0047,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0048,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0049,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0050,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0051,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0052,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0053,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0054,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0055,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0056,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0057,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0058,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0059,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0060,0,18,18,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0061,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0062,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0063,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0064,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0065,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0066,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0067,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0068,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0069,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0070,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0071,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0072,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0073,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0074,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0075,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0076,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0077,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0078,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0079,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0080,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0081,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0082,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0083,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0084,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0085,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0086,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0087,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0088,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0089,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST016,SKU0090,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0001,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0002,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0003,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0004,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0005,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0006,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0007,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0008,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0009,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0010,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0011,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0012,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0013,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0014,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0015,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0016,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0017,0,17,17,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0018,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0019,0,27,27,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0020,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0021,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0022,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0023,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0024,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0025,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0026,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0027,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0028,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0029,8,8,0,1256.0,492.96,0,0,4
2025-08-22,ST017,SKU0030,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0031,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0032,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0033,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0034,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0035,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0036,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0037,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0038,0,22,22,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0039,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0040,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0041,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0042,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0043,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0044,0,12,12,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0045,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0046,0,19,19,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0047,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0048,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0049,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0050,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0051,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0052,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0053,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0054,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0055,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0056,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0057,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0058,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0059,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0060,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0061,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0062,0,14,14,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0063,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0064,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0065,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0066,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0067,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0068,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0069,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0070,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0071,0,17,17,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0072,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0073,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0074,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0075,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0076,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0077,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0078,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0079,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0080,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0081,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0082,0,33,33,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0083,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0084,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0085,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0086,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0087,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0088,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0089,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST017,SKU0090,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0001,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0002,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0003,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0004,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0005,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0006,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0007,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0008,0,18,18,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0009,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0010,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0011,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0012,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0013,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0014,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0015,0,15,15,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0016,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0017,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0018,0,1,1,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0019,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0020,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0021,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0022,0,17,17,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0023,0,14,14,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0024,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0025,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0026,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0027,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0028,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0029,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0030,0,5,5,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0031,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0032,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0033,0,17,17,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0034,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0035,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0036,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0037,0,16,16,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0038,0,13,13,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0039,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0040,0,4,4,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0041,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0042,0,10,10,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0043,0,0,0,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0044,0,3,3,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0045,0,7,7,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0046,0,9,9,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0047,0,8,8,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0048,0,25,25,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0049,0,6,6,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0050,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0051,0,17,17,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0052,0,2,2,0.0,0.0,0,0,4
2025-08-22,ST018,SKU0053,0,4,4,0.0,0.0,0,0,4
