date,store_id,sku_id,on_hand_open,receipts_units,on_hand_close
2025-07-18,ST003,SKU0074,0,0,0.0
2025-07-18,ST003,SKU0075,28,0,18.0
2025-07-18,ST003,SKU0076,0,0,0.0
2025-07-18,ST003,SKU0077,42,0,32.0
2025-07-18,ST003,SKU0078,44,0,39.0
2025-07-18,ST003,SKU0079,12,0,6.0
2025-07-18,ST003,SKU0080,3,0,0.0
2025-07-18,ST003,SKU0081,19,0,11.0
2025-07-18,ST003,SKU0082,86,0,66.0
2025-07-18,ST003,SKU0083,9,0,1.0
2025-07-18,ST003,SKU0084,0,0,0.0
2025-07-18,ST003,SKU0085,97,0,88.0
2025-07-18,ST003,SKU0086,19,0,14.0
2025-07-18,ST003,SKU0087,13,0,3.0
2025-07-18,ST003,SKU0088,31,0,25.0
2025-07-18,ST003,SKU0089,27,0,10.0
2025-07-18,ST003,SKU0090,56,0,49.0
2025-07-18,ST004,SKU0001,6,0,4.0
2025-07-18,ST004,SKU0002,0,0,0.0
2025-07-18,ST004,SKU0003,0,0,0.0
2025-07-18,ST004,SKU0004,0,0,0.0
2025-07-18,ST004,SKU0005,33,0,28.0
2025-07-18,ST004,SKU0006,2,0,0.0
2025-07-18,ST004,SKU0007,42,0,30.0
2025-07-18,ST004,SKU0008,10,0,0.0
2025-07-18,ST004,SKU0009,2,0,0.0
2025-07-18,ST004,SKU0010,10,0,7.0
2025-07-18,ST004,SKU0011,2,0,0.0
2025-07-18,ST004,SKU0012,14,0,10.0
2025-07-18,ST004,SKU0013,25,0,24.0
2025-07-18,ST004,SKU0014,17,0,11.0
2025-07-18,ST004,SKU0015,23,0,16.0
2025-07-18,ST004,SKU0016,0,0,0.0
2025-07-18,ST004,SKU0017,26,0,9.0
2025-07-18,ST004,SKU0018,7,0,5.0
2025-07-18,ST004,SKU0019,60,0,52.0
2025-07-18,ST004,SKU0020,47,0,41.0
2025-07-18,ST004,SKU0021,15,0,0.0
2025-07-18,ST004,SKU0022,55,0,50.0
2025-07-18,ST004,SKU0023,18,0,9.0
2025-07-18,ST004,SKU0024,12,0,2.0
2025-07-18,ST004,SKU0025,34,0,31.0
2025-07-18,ST004,SKU0026,6,0,4.0
2025-07-18,ST004,SKU0027,21,0,20.0
2025-07-18,ST004,SKU0028,10,0,9.0
2025-07-18,ST004,SKU0029,46,0,43.0
2025-07-18,ST004,SKU0030,13,0,7.0
2025-07-18,ST004,SKU0031,19,0,11.0
2025-07-18,ST004,SKU0032,63,0,61.0
2025-07-18,ST004,SKU0033,76,0,62.0
2025-07-18,ST004,SKU0034,1,0,0.0
2025-07-18,ST004,SKU0035,4,0,0.0
2025-07-18,ST004,SKU0036,21,0,6.0
2025-07-18,ST004,SKU0037,15,0,7.0
2025-07-18,ST004,SKU0038,0,0,0.0
2025-07-18,ST004,SKU0039,25,0,22.0
2025-07-18,ST004,SKU0040,38,0,30.0
2025-07-18,ST004,SKU0041,19,0,17.0
2025-07-18,ST004,SKU0042,23,0,16.0
2025-07-18,ST004,SKU0043,10,0,9.0
2025-07-18,ST004,SKU0044,51,0,34.0
2025-07-18,ST004,SKU0045,0,0,0.0
2025-07-18,ST004,SKU0046,13,0,4.0
2025-07-18,ST004,SKU0047,77,0,59.0
2025-07-18,ST004,SKU0048,81,0,68.0
2025-07-18,ST004,SKU0049,12,0,8.0
2025-07-18,ST004,SKU0050,15,0,13.0
2025-07-18,ST004,SKU0051,49,0,34.0
2025-07-18,ST004,SKU0052,40,0,37.0
2025-07-18,ST004,SKU0053,30,0,24.0
2025-07-18,ST004,SKU0054,51,0,39.0
2025-07-18,ST004,SKU0055,32,0,16.0
2025-07-18,ST004,SKU0056,19,0,15.0
2025-07-18,ST004,SKU0057,15,0,8.0
2025-07-18,ST004,SKU0058,32,0,30.0
2025-07-18,ST004,SKU0059,11,0,8.0
2025-07-18,ST004,SKU0060,0,0,0.0
2025-07-18,ST004,SKU0061,43,0,36.0
2025-07-18,ST004,SKU0062,74,0,68.0
2025-07-18,ST004,SKU0063,20,0,16.0
2025-07-18,ST004,SKU0064,7,0,6.0
2025-07-18,ST004,SKU0065,0,0,0.0
2025-07-18,ST004,SKU0066,9,0,5.0
2025-07-18,ST004,SKU0067,9,0,7.0
2025-07-18,ST004,SKU0068,26,0,22.0
2025-07-18,ST004,SKU0069,29,0,19.0
2025-07-18,ST004,SKU0070,14,0,11.0
2025-07-18,ST004,SKU0071,80,0,70.0
2025-07-18,ST004,SKU0072,0,0,0.0
2025-07-18,ST004,SKU0073,47,0,42.0
2025-07-18,ST004,SKU0074,15,0,4.0
2025-07-18,ST004,SKU0075,17,0,13.0
2025-07-18,ST004,SKU0076,0,0,0.0
2025-07-18,ST004,SKU0077,55,0,38.0
2025-07-18,ST004,SKU0078,57,0,47.0
2025-07-18,ST004,SKU0079,0,0,0.0
2025-07-18,ST004,SKU0080,26,0,17.0
2025-07-18,ST004,SKU0081,12,0,7.0
2025-07-18,ST004,SKU0082,35,0,17.0
2025-07-18,ST004,SKU0083,0,0,0.0
2025-07-18,ST004,SKU0084,8,0,2.0
2025-07-18,ST004,SKU0085,56,0,51.0
2025-07-18,ST004,SKU0086,14,0,3.0
2025-07-18,ST004,SKU0087,16,0,12.0
2025-07-18,ST004,SKU0088,21,0,14.0
2025-07-18,ST004,SKU0089,56,0,45.0
2025-07-18,ST004,SKU0090,0,0,0.0
2025-07-18,ST005,SKU0001,18,0,14.0
2025-07-18,ST005,SKU0002,0,0,0.0
2025-07-18,ST005,SKU0003,9,0,0.0
2025-07-18,ST005,SKU0004,0,0,0.0
2025-07-18,ST005,SKU0005,13,0,12.0
2025-07-18,ST005,SKU0006,33,0,27.0
2025-07-18,ST005,SKU0007,18,0,12.0
2025-07-18,ST005,SKU0008,12,0,5.0
2025-07-18,ST005,SKU0009,4,0,3.0
2025-07-18,ST005,SKU0010,0,0,0.0
2025-07-18,ST005,SKU0011,0,0,0.0
2025-07-18,ST005,SKU0012,28,0,19.0
2025-07-18,ST005,SKU0013,21,0,9.0
2025-07-18,ST005,SKU0014,29,0,12.0
2025-07-18,ST005,SKU0015,22,0,17.0
2025-07-18,ST005,SKU0016,30,0,25.0
2025-07-18,ST005,SKU0017,7,0,0.0
2025-07-18,ST005,SKU0018,4,0,4.0
2025-07-18,ST005,SKU0019,0,0,0.0
2025-07-18,ST005,SKU0020,10,0,5.0
2025-07-18,ST005,SKU0021,23,0,16.0
2025-07-18,ST005,SKU0022,3,0,0.0
2025-07-18,ST005,SKU0023,42,0,35.0
2025-07-18,ST005,SKU0024,14,0,9.0
2025-07-18,ST005,SKU0025,28,0,26.0
2025-07-18,ST005,SKU0026,11,0,9.0
2025-07-18,ST005,SKU0027,17,0,15.0
2025-07-18,ST005,SKU0028,0,0,0.0
2025-07-18,ST005,SKU0029,37,0,34.0
2025-07-18,ST005,SKU0030,0,0,0.0
2025-07-18,ST005,SKU0031,33,0,24.0
2025-07-18,ST005,SKU0032,15,0,9.0
2025-07-18,ST005,SKU0033,0,0,0.0
2025-07-18,ST005,SKU0034,4,0,0.0
2025-07-18,ST005,SKU0035,0,0,0.0
2025-07-18,ST005,SKU0036,32,0,20.0
2025-07-18,ST005,SKU0037,21,0,6.0
2025-07-18,ST005,SKU0038,25,0,5.0
2025-07-18,ST005,SKU0039,7,0,1.0
2025-07-18,ST005,SKU0040,22,0,
2025-07-18,ST005,SKU0041,10,0,8.0
2025-07-18,ST005,SKU0042,35,0,34.0
2025-07-18,ST005,SKU0043,3,0,2.0
2025-07-18,ST005,SKU0044,20,0,5.0
2025-07-18,ST005,SKU0045,4,0,2.0
2025-07-18,ST005,SKU0046,0,0,0.0
2025-07-18,ST005,SKU0047,0,0,0.0
2025-07-18,ST005,SKU0048,36,0,25.0
2025-07-18,ST005,SKU0049,20,0,20.0
2025-07-18,ST005,SKU0050,0,0,0.0
2025-07-18,ST005,SKU0051,24,0,14.0
2025-07-18,ST005,SKU0052,26,0,16.0
2025-07-18,ST005,SKU0053,35,0,32.0
2025-07-18,ST005,SKU0054,30,0,24.0
2025-07-18,ST005,SKU0055,43,0,39.0
2025-07-18,ST005,SKU0056,11,0,8.0
2025-07-18,ST005,SKU0057,0,0,0.0
2025-07-18,ST005,SKU0058,37,0,33.0
2025-07-18,ST005,SKU0059,17,0,14.0
2025-07-18,ST005,SKU0060,56,0,39.0
2025-07-18,ST005,SKU0061,55,0,41.0
2025-07-18,ST005,SKU0062,14,0,7.0
2025-07-18,ST005,SKU0063,5,0,2.0
2025-07-18,ST005,SKU0064,6,0,6.0
2025-07-18,ST005,SKU0065,12,0,12.0
2025-07-18,ST005,SKU0066,0,0,0.0
2025-07-18,ST005,SKU0067,17,0,13.0
2025-07-18,ST005,SKU0068,9,0,6.0
2025-07-18,ST005,SKU0069,30,0,26.0
2025-07-18,ST005,SKU0070,7,0,5.0
2025-07-18,ST005,SKU0071,32,0,22.0
2025-07-18,ST005,SKU0072,32,0,31.0
2025-07-18,ST005,SKU0073,18,0,18.0
2025-07-18,ST005,SKU0074,20,0,12.0
2025-07-18,ST005,SKU0075,37,0,28.0
2025-07-18,ST005,SKU0076,17,0,15.0
2025-07-18,ST005,SKU0077,62,0,57.0
2025-07-18,ST005,SKU0078,25,0,16.0
2025-07-18,ST005,SKU0079,9,0,4.0
2025-07-18,ST005,SKU0080,7,0,2.0
2025-07-18,ST005,SKU0081,14,0,12.0
2025-07-18,ST005,SKU0082,36,0,21.0
2025-07-18,ST005,SKU0083,0,0,0.0
2025-07-18,ST005,SKU0084,10,0,8.0
2025-07-18,ST005,SKU0085,0,0,0.0
2025-07-18,ST005,SKU0086,17,0,9.0
2025-07-18,ST005,SKU0087,0,0,0.0
2025-07-18,ST005,SKU0088,23,0,5.0
2025-07-18,ST005,SKU0089,21,0,16.0
2025-07-18,ST005,SKU0090,19,0,10.0
2025-07-18,ST006,SKU0001,0,0,0.0
2025-07-18,ST006,SKU0002,0,0,0.0
2025-07-18,ST006,SKU0003,0,0,0.0
2025-07-18,ST006,SKU0004,24,0,4.0
2025-07-18,ST006,SKU0005,0,0,0.0
2025-07-18,ST006,SKU0006,41,0,30.0
2025-07-18,ST006,SKU0007,24,0,11.0
2025-07-18,ST006,SKU0008,37,0,29.0
2025-07-18,ST006,SKU0009,2,0,0.0
2025-07-18,ST006,SKU0010,13,0,12.0
2025-07-18,ST006,SKU0011,28,0,27.0
2025-07-18,ST006,SKU0012,21,0,14.0
2025-07-18,ST006,SKU0013,30,0,21.0
2025-07-18,ST006,SKU0014,24,0,21.0
2025-07-18,ST006,SKU0015,0,0,0.0
2025-07-18,ST006,SKU0016,19,0,16.0
2025-07-18,ST006,SKU0017,11,0,5.0
2025-07-18,ST006,SKU0018,13,0,5.0
2025-07-18,ST006,SKU0019,69,0,56.0
2025-07-18,ST006,SKU0020,23,0,17.0
2025-07-18,ST006,SKU0021,2,0,0.0
2025-07-18,ST006,SKU0022,18,0,10.0
2025-07-18,ST006,SKU0023,72,0,68.0
2025-07-18,ST006,SKU0024,17,0,8.0
2025-07-18,ST006,SKU0025,14,0,9.0
2025-07-18,ST006,SKU0026,14,0,7.0
2025-07-18,ST006,SKU0027,2,0,1.0
2025-07-18,ST006,SKU0028,13,0,12.0
2025-07-18,ST006,SKU0029,21,0,14.0
2025-07-18,ST006,SKU0030,3,0,2.0
2025-07-18,ST006,SKU0031,36,0,29.0
2025-07-18,ST006,SKU0032,37,0,31.0
2025-07-18,ST006,SKU0033,81,0,74.0
2025-07-18,ST006,SKU0034,25,0,23.0
2025-07-18,ST006,SKU0035,12,0,9.0
2025-07-18,ST006,SKU0036,23,0,22.0
2025-07-18,ST006,SKU0037,32,0,12.0
2025-07-18,ST006,SKU0038,0,0,0.0
2025-07-18,ST006,SKU0039,22,0,20.0
2025-07-18,ST006,SKU0040,8,0,4.0
2025-07-18,ST006,SKU0041,4,0,0.0
2025-07-18,ST006,SKU0042,18,0,13.0
2025-07-18,ST006,SKU0043,26,0,21.0
2025-07-18,ST006,SKU0044,0,0,0.0
2025-07-18,ST006,SKU0045,14,0,8.0
2025-07-18,ST006,SKU0046,44,0,38.0
2025-07-18,ST006,SKU0047,33,0,24.0
2025-07-18,ST006,SKU0048,12,0,0.0
2025-07-18,ST006,SKU0049,17,0,0.0
2025-07-18,ST006,SKU0050,26,0,18.0
2025-07-18,ST006,SKU0051,52,0,45.0
2025-07-18,ST006,SKU0052,1,0,0.0
2025-07-18,ST006,SKU0053,18,0,0.0
2025-07-18,ST006,SKU0054,29,0,17.0
2025-07-18,ST006,SKU0055,31,0,14.0
2025-07-18,ST006,SKU0056,16,0,16.0
2025-07-18,ST006,SKU0057,19,0,6.0
2025-07-18,ST006,SKU0058,0,0,0.0
2025-07-18,ST006,SKU0059,2,0,0.0
2025-07-18,ST006,SKU0060,57,0,44.0
2025-07-18,ST006,SKU0061,53,0,43.0
2025-07-18,ST006,SKU0062,82,0,66.0
2025-07-18,ST006,SKU0063,9,0,1.0
2025-07-18,ST006,SKU0064,7,0,5.0
2025-07-18,ST006,SKU0065,23,0,23.0
2025-07-18,ST006,SKU0066,41,0,22.0
2025-07-18,ST006,SKU0067,6,0,0.0
2025-07-18,ST006,SKU0068,11,0,4.0
2025-07-18,ST006,SKU0069,73,0,67.0
2025-07-18,ST006,SKU0070,21,0,17.0
2025-07-18,ST006,SKU0071,83,0,70.0
2025-07-18,ST006,SKU0072,23,0,14.0
2025-07-18,ST006,SKU0073,67,0,54.0
2025-07-18,ST006,SKU0074,40,0,23.0
2025-07-18,ST006,SKU0075,67,0,53.0
2025-07-18,ST006,SKU0076,28,0,21.0
2025-07-18,ST006,SKU0077,21,0,15.0
2025-07-18,ST006,SKU0078,24,0,7.0
2025-07-18,ST006,SKU0079,19,0,16.0
2025-07-18,ST006,SKU0080,17,0,16.0
2025-07-18,ST006,SKU0081,8,0,5.0
2025-07-18,ST006,SKU0082,67,0,53.0
2025-07-18,ST006,SKU0083,11,0,11.0
2025-07-18,ST006,SKU0084,6,0,0.0
2025-07-18,ST006,SKU0085,40,0,33.0
2025-07-18,ST006,SKU0086,18,0,7.0
2025-07-18,ST006,SKU0087,6,0,5.0
2025-07-18,ST006,SKU0088,39,0,29.0
2025-07-18,ST006,SKU0089,19,0,3.0
2025-07-18,ST006,SKU0090,16,0,12.0
2025-07-18,ST007,SKU0001,13,0,11.0
2025-07-18,ST007,SKU0002,16,0,14.0
2025-07-18,ST007,SKU0003,60,0,56.0
2025-07-18,ST007,SKU0004,5,0,3.0
2025-07-18,ST007,SKU0005,25,0,14.0
2025-07-18,ST007,SKU0006,3,0,0.0
2025-07-18,ST007,SKU0007,47,0,43.0
2025-07-18,ST007,SKU0008,24,0,24.0
2025-07-18,ST007,SKU0009,2,0,0.0
2025-07-18,ST007,SKU0010,10,0,7.0
2025-07-18,ST007,SKU0011,0,0,0.0
2025-07-18,ST007,SKU0012,20,0,1.0
2025-07-18,ST007,SKU0013,14,0,5.0
2025-07-18,ST007,SKU0014,9,0,5.0
2025-07-18,ST007,SKU0015,13,0,5.0
2025-07-18,ST007,SKU0016,9,0,0.0
2025-07-18,ST007,SKU0017,6,0,5.0
2025-07-18,ST007,SKU0018,20,0,17.0
2025-07-18,ST007,SKU0019,28,0,22.0
2025-07-18,ST007,SKU0020,32,0,26.0
2025-07-18,ST007,SKU0021,21,0,14.0
2025-07-18,ST007,SKU0022,27,0,25.0
2025-07-18,ST007,SKU0023,19,0,10.0
2025-07-18,ST007,SKU0024,6,0,0.0
2025-07-18,ST007,SKU0025,38,0,28.0
2025-07-18,ST007,SKU0026,9,0,9.0
2025-07-18,ST007,SKU0027,15,0,12.0
2025-07-18,ST007,SKU0028,23,0,15.0
2025-07-18,ST007,SKU0029,49,0,39.0
2025-07-18,ST007,SKU0030,4,0,0.0
2025-07-18,ST007,SKU0031,22,0,18.0
2025-07-18,ST007,SKU0032,24,0,18.0
2025-07-18,ST007,SKU0033,13,0,8.0
2025-07-18,ST007,SKU0034,6,0,4.0
2025-07-18,ST007,SKU0035,13,0,7.0
2025-07-18,ST007,SKU0036,40,0,31.0
2025-07-18,ST007,SKU0037,35,0,22.0
2025-07-18,ST007,SKU0038,46,0,41.0
2025-07-18,ST007,SKU0039,10,0,10.0
2025-07-18,ST007,SKU0040,13,0,2.0
2025-07-18,ST007,SKU0041,0,0,0.0
2025-07-18,ST007,SKU0042,0,0,0.0
2025-07-18,ST007,SKU0043,0,0,0.0
2025-07-18,ST007,SKU0044,69,0,64.0
2025-07-18,ST007,SKU0045,22,0,21.0
2025-07-18,ST007,SKU0046,0,0,0.0
2025-07-18,ST007,SKU0047,53,0,45.0
2025-07-18,ST007,SKU0048,34,0,5.0
2025-07-18,ST007,SKU0049,20,0,11.0
2025-07-18,ST007,SKU0050,0,0,0.0
2025-07-18,ST007,SKU0051,51,0,47.0
2025-07-18,ST007,SKU0052,47,0,46.0
2025-07-18,ST007,SKU0053,35,0,31.0
2025-07-18,ST007,SKU0054,28,0,28.0
2025-07-18,ST007,SKU0055,21,0,16.0
2025-07-18,ST007,SKU0056,20,0,17.0
2025-07-18,ST007,SKU0057,0,0,0.0
2025-07-18,ST007,SKU0058,0,0,0.0
2025-07-18,ST007,SKU0059,21,0,12.0
2025-07-18,ST007,SKU0060,61,0,44.0
2025-07-18,ST007,SKU0061,51,0,45.0
2025-07-18,ST007,SKU0062,35,0,17.0
2025-07-18,ST007,SKU0063,32,0,32.0
2025-07-18,ST007,SKU0064,11,0,9.0
2025-07-18,ST007,SKU0065,15,0,12.0
2025-07-18,ST007,SKU0066,50,0,39.0
2025-07-18,ST007,SKU0067,0,0,0.0
2025-07-18,ST007,SKU0068,33,0,32.0
2025-07-18,ST007,SKU0069,41,0,33.0
2025-07-18,ST007,SKU0070,0,0,0.0
2025-07-18,ST007,SKU0071,47,0,43.0
2025-07-18,ST007,SKU0072,25,0,23.0
2025-07-18,ST007,SKU0073,0,0,0.0
2025-07-18,ST007,SKU0074,11,0,8.0
2025-07-18,ST007,SKU0075,0,0,0.0
2025-07-18,ST007,SKU0076,14,0,10.0
2025-07-18,ST007,SKU0077,0,0,0.0
2025-07-18,ST007,SKU0078,6,0,4.0
2025-07-18,ST007,SKU0079,0,0,0.0
2025-07-18,ST007,SKU0080,24,0,20.0
2025-07-18,ST007,SKU0081,13,0,9.0
2025-07-18,ST007,SKU0082,0,0,0.0
2025-07-18,ST007,SKU0083,6,0,5.0
2025-07-18,ST007,SKU0084,3,0,0.0
2025-07-18,ST007,SKU0085,49,0,36.0
2025-07-18,ST007,SKU0086,10,0,9.0
2025-07-18,ST007,SKU0087,8,0,7.0
2025-07-18,ST007,SKU0088,40,0,39.0
2025-07-18,ST007,SKU0089,41,0,36.0
2025-07-18,ST007,SKU0090,29,0,24.0
2025-07-18,ST008,SKU0001,0,0,0.0
2025-07-18,ST008,SKU0002,28,0,24.0
2025-07-18,ST008,SKU0003,16,0,13.0
2025-07-18,ST008,SKU0004,83,0,68.0
2025-07-18,ST008,SKU0005,43,0,32.0
2025-07-18,ST008,SKU0006,0,0,0.0
2025-07-18,ST008,SKU0007,34,0,25.0
2025-07-18,ST008,SKU0008,59,0,47.0
2025-07-18,ST008,SKU0009,13,0,10.0
2025-07-18,ST008,SKU0010,22,0,20.0
2025-07-18,ST008,SKU0011,17,0,10.0
2025-07-18,ST008,SKU0012,26,0,8.0
2025-07-18,ST008,SKU0013,53,0,43.0
2025-07-18,ST008,SKU0014,29,0,18.0
2025-07-18,ST008,SKU0015,10,0,0.0
2025-07-18,ST008,SKU0016,45,0,43.0
2025-07-18,ST008,SKU0017,17,0,13.0
2025-07-18,ST008,SKU0018,0,0,0.0
2025-07-18,ST008,SKU0019,110,0,103.0
2025-07-18,ST008,SKU0020,60,0,49.0
2025-07-18,ST008,SKU0021,61,0,53.0
2025-07-18,ST008,SKU0022,40,0,21.0
2025-07-18,ST008,SKU0023,19,0,10.0
2025-07-18,ST008,SKU0024,30,0,16.0
2025-07-18,ST008,SKU0025,4,0,0.0
2025-07-18,ST008,SKU0026,7,0,1.0
2025-07-18,ST008,SKU0027,12,0,2.0
2025-07-18,ST008,SKU0028,9,0,0.0
2025-07-18,ST008,SKU0029,43,0,31.0
2025-07-18,ST008,SKU0030,22,0,21.0
2025-07-18,ST008,SKU0031,19,0,13.0
2025-07-18,ST008,SKU0032,48,0,42.0
2025-07-18,ST008,SKU0033,55,0,33.0
2025-07-18,ST008,SKU0034,13,0,6.0
2025-07-18,ST008,SKU0035,0,0,0.0
2025-07-18,ST008,SKU0036,73,0,36.0
2025-07-18,ST008,SKU0037,0,0,0.0
2025-07-18,ST008,SKU0038,107,0,90.0
2025-07-18,ST008,SKU0039,29,0,22.0
2025-07-18,ST008,SKU0040,12,0,2.0
2025-07-18,ST008,SKU0041,0,0,0.0
2025-07-18,ST008,SKU0042,37,0,32.0
2025-07-18,ST008,SKU0043,0,0,0.0
2025-07-18,ST008,SKU0044,70,0,63.0
2025-07-18,ST008,SKU0045,32,0,26.0
2025-07-18,ST008,SKU0046,50,0,43.0
2025-07-18,ST008,SKU0047,47,0,26.0
2025-07-18,ST008,SKU0048,113,0,92.0
2025-07-18,ST008,SKU0049,21,0,16.0
2025-07-18,ST008,SKU0050,52,0,45.0
2025-07-18,ST008,SKU0051,62,0,46.0
2025-07-18,ST008,SKU0052,29,0,8.0
2025-07-18,ST008,SKU0053,52,0,47.0
2025-07-18,ST008,SKU0054,18,0,7.0
2025-07-18,ST008,SKU0055,12,0,3.0
2025-07-18,ST008,SKU0056,9,0,6.0
2025-07-18,ST008,SKU0057,13,0,1.0
2025-07-18,ST008,SKU0058,6,0,0.0
2025-07-18,ST008,SKU0059,20,0,16.0
2025-07-18,ST008,SKU0060,104,0,98.0
2025-07-18,ST008,SKU0061,78,0,68.0
2025-07-18,ST008,SKU0062,44,0,28.0
2025-07-18,ST008,SKU0063,11,0,6.0
2025-07-18,ST008,SKU0064,0,0,0.0
2025-07-18,ST008,SKU0065,29,0,
2025-07-18,ST008,SKU0066,0,0,0.0
2025-07-18,ST008,SKU0067,41,0,17.0
2025-07-18,ST008,SKU0068,9,0,2.0
2025-07-18,ST008,SKU0069,80,0,71.0
2025-07-18,ST008,SKU0070,16,0,10.0
2025-07-18,ST008,SKU0071,2,0,0.0
2025-07-18,ST008,SKU0072,0,0,0.0
2025-07-18,ST008,SKU0073,66,0,53.0
2025-07-18,ST008,SKU0074,65,0,59.0
2025-07-18,ST008,SKU0075,48,0,36.0
2025-07-18,ST008,SKU0076,20,0,11.0
2025-07-18,ST008,SKU0077,119,0,94.0
2025-07-18,ST008,SKU0078,18,0,15.0
2025-07-18,ST008,SKU0079,40,0,34.0
2025-07-18,ST008,SKU0080,34,0,23.0
2025-07-18,ST008,SKU0081,28,0,26.0
2025-07-18,ST008,SKU0082,75,0,24.0
2025-07-18,ST008,SKU0083,0,0,0.0
2025-07-18,ST008,SKU0084,12,0,4.0
2025-07-18,ST008,SKU0085,46,0,26.0
2025-07-18,ST008,SKU0086,16,0,15.0
2025-07-18,ST008,SKU0087,0,0,0.0
2025-07-18,ST008,SKU0088,4,0,0.0
2025-07-18,ST008,SKU0089,24,0,23.0
2025-07-18,ST008,SKU0090,0,0,0.0
2025-07-18,ST009,SKU0001,0,0,0.0
2025-07-18,ST009,SKU0002,8,0,7.0
2025-07-18,ST009,SKU0003,26,0,21.0
2025-07-18,ST009,SKU0004,57,0,53.0
2025-07-18,ST009,SKU0005,0,0,0.0
2025-07-18,ST009,SKU0006,39,0,28.0
2025-07-18,ST009,SKU0007,47,0,45.0
2025-07-18,ST009,SKU0008,28,0,12.0
2025-07-18,ST009,SKU0009,13,0,4.0
2025-07-18,ST009,SKU0010,0,0,0.0
2025-07-18,ST009,SKU0011,17,0,1.0
2025-07-18,ST009,SKU0012,0,0,0.0
2025-07-18,ST009,SKU0013,0,0,0.0
2025-07-18,ST009,SKU0014,39,0,32.0
2025-07-18,ST009,SKU0015,3,0,0.0
2025-07-18,ST009,SKU0016,48,0,45.0
2025-07-18,ST009,SKU0017,41,0,37.0
2025-07-18,ST009,SKU0018,24,0,21.0
2025-07-18,ST009,SKU0019,68,0,49.0
2025-07-18,ST009,SKU0020,2,0,0.0
2025-07-18,ST009,SKU0021,77,0,65.0
2025-07-18,ST009,SKU0022,28,0,26.0
2025-07-18,ST009,SKU0023,53,0,36.0
2025-07-18,ST009,SKU0024,63,0,50.0
2025-07-18,ST009,SKU0025,27,0,22.0
2025-07-18,ST009,SKU0026,14,0,12.0
2025-07-18,ST009,SKU0027,36,0,31.0
2025-07-18,ST009,SKU0028,23,0,21.0
2025-07-18,ST009,SKU0029,32,0,29.0
2025-07-18,ST009,SKU0030,0,0,0.0
2025-07-18,ST009,SKU0031,0,0,0.0
2025-07-18,ST009,SKU0032,60,0,53.0
2025-07-18,ST009,SKU0033,69,0,50.0
2025-07-18,ST009,SKU0034,15,0,12.0
2025-07-18,ST009,SKU0035,21,0,19.0
2025-07-18,ST009,SKU0036,0,0,0.0
2025-07-18,ST009,SKU0037,52,0,43.0
2025-07-18,ST009,SKU0038,47,0,41.0
2025-07-18,ST009,SKU0039,3,0,0.0
2025-07-18,ST009,SKU0040,34,0,23.0
2025-07-18,ST009,SKU0041,18,0,11.0
2025-07-18,ST009,SKU0042,43,0,40.0
2025-07-18,ST009,SKU0043,21,0,17.0
2025-07-18,ST009,SKU0044,66,0,59.0
2025-07-18,ST009,SKU0045,33,0,16.0
2025-07-18,ST009,SKU0046,0,0,0.0
2025-07-18,ST009,SKU0047,41,0,25.0
2025-07-18,ST009,SKU0048,18,0,1.0
2025-07-18,ST009,SKU0049,49,0,46.0
2025-07-18,ST009,SKU0050,4,0,0.0
2025-07-18,ST009,SKU0051,25,0,0.0
2025-07-18,ST009,SKU0052,52,0,43.0
2025-07-18,ST009,SKU0053,44,0,28.0
2025-07-18,ST009,SKU0054,36,0,28.0
2025-07-18,ST009,SKU0055,75,0,68.0
2025-07-18,ST009,SKU0056,0,0,0.0
2025-07-18,ST009,SKU0057,47,0,47.0
2025-07-18,ST009,SKU0058,19,0,11.0
2025-07-18,ST009,SKU0059,3,0,0.0
2025-07-18,ST009,SKU0060,39,0,33.0
2025-07-18,ST009,SKU0061,54,0,39.0
2025-07-18,ST009,SKU0062,28,0,7.0
2025-07-18,ST009,SKU0063,29,0,28.0
2025-07-18,ST009,SKU0064,6,0,2.0
2025-07-18,ST009,SKU0065,18,0,13.0
2025-07-18,ST009,SKU0066,40,0,37.0
2025-07-18,ST009,SKU0067,56,0,46.0
2025-07-18,ST009,SKU0068,27,0,20.0
2025-07-18,ST009,SKU0069,83,0,70.0
2025-07-18,ST009,SKU0070,5,0,0.0
2025-07-18,ST009,SKU0071,0,0,0.0
2025-07-18,ST009,SKU0072,9,0,0.0
2025-07-18,ST009,SKU0073,40,0,36.0
2025-07-18,ST009,SKU0074,35,0,22.0
2025-07-18,ST009,SKU0075,43,0,25.0
2025-07-18,ST009,SKU0076,0,0,0.0
2025-07-18,ST009,SKU0077,83,0,70.0
2025-07-18,ST009,SKU0078,9,0,0.0
2025-07-18,ST009,SKU0079,25,0,22.0
2025-07-18,ST009,SKU0080,31,0,27.0
2025-07-18,ST009,SKU0081,18,0,18.0
2025-07-18,ST009,SKU0082,58,0,45.0
2025-07-18,ST009,SKU0083,17,0,9.0
2025-07-18,ST009,SKU0084,12,0,10.0
2025-07-18,ST009,SKU0085,55,0,45.0
2025-07-18,ST009,SKU0086,4,0,0.0
2025-07-18,ST009,SKU0087,12,0,10.0
2025-07-18,ST009,SKU0088,33,0,13.0
2025-07-18,ST009,SKU0089,26,0,22.0
2025-07-18,ST009,SKU0090,24,0,12.0
2025-07-18,ST010,SKU0001,16,0,16.0
2025-07-18,ST010,SKU0002,1,0,0.0
